Animal,Mês,Estação,Km,Trecho,Sentido,Trecho macro,Hora da Coleta,Tipo De Pistas,Numero de Pistas,Tipo de Pavimento,Numero de Faixas,Velocidade Maxima,Tipo da Chuva,Intervencao,Vazamento,Agua?,Vegetação Baixa?,capimAlto,Arbustos,Floresta,Local,Com filhotes?,Faixa de Horario,Faixa de Quilometragem
tapeti,11,Primavera,36,9,RJ,Planalto,11:50:00,Defensa Metálica,2,Pavimento flexível (asfalto),4,110,Sem chuva,não,não,não,não,sim,não,não,Pista,não,Entre 09 e 12,Entre 25 e 50
ouriço-cacheiro,11,Primavera,50,8,RJ,Planalto,00:33:00,Sem divisão,1,Pavimento flexível (asfalto),1,90,Sem chuva,não,não,sim,sim,não,não,não,Acostamento,não,Entre 00 e 03,Entre 25 e 50
gambá-de-orelha-preta,11,Primavera,57,7,JF,Planalto,03:08:00,Sem divisão,1,Pavimento flexível (asfalto),1,90,Sem chuva,não,não,sim,sim,não,não,não,Pista,não,Entre 03 e 06,Entre 50 e 75
ouriço-cacheiro,11,Primavera,67,6,JF,Planalto,05:21:00,Sem divisão,1,Pavimento flexível (asfalto),1,90,Sem chuva,não,não,sim,sim,não,não,não,Desconhecido,não,Entre 03 e 06,Entre 50 e 75
jacú,11,Primavera,76,5,JF,Serra,11:50:00,Sem divisão,1,Pavimento flexível (asfalto),2,90,Sem chuva,não,não,não,não,não,sim,não,Acostamento,não,Entre 09 e 12,Entre 75 e 100
saracura,11,Primavera,56,7,JF,Planalto,05:42:00,Sem divisão,1,Pavimento flexível (asfalto),1,90,Sem chuva,não,não,sim,sim,não,não,não,Acostamento,não,Entre 03 e 06,Entre 50 e 75
capivara,11,Primavera,62,7,JF,Planalto,21:15:00,Sem divisão,1,Pavimento flexível (asfalto),1,110,Sem chuva,não,não,sim,sim,não,não,não,Pista,não,Entre 21 e 00,Entre 50 e 75
gambá-de-orelha-preta,11,Primavera,56,7,RJ,Planalto,00:00:00,Sem divisão,1,Pavimento flexível (asfalto),2,90,Sem chuva,não,não,sim,sim,não,não,não,Desconhecido,não,Entre 00 e 03,Entre 50 e 75
gambá-de-orelha-preta,11,Primavera,19,11,JF,Planalto,09:08:00,Defensa Metálica,2,Pavimento flexível (asfalto),4,110,Sem chuva,não,não,sim,não,não,sim,não,Acostamento,não,Entre 09 e 12,Entre 0 e 25
suiriri,11,Primavera,58,7,RJ,Planalto,11:48:00,Defensa Metálica,2,Pavimento flexível (asfalto),4,110,Sem chuva,não,não,sim,não,não,sim,não,Acostamento,não,Entre 09 e 12,Entre 50 e 75
teiú,11,Primavera,5,13,JF,Planalto,11:33:00,Defensa Metálica,2,Pavimento flexível (asfalto),4,110,Sem chuva,não,não,não,sim,não,não,não,Pista,não,Entre 09 e 12,Entre 0 e 25
ouriço-cacheiro,11,Primavera,43,9,JF,Planalto,10:20:00,Defensa Metálica,2,Pavimento flexível (asfalto),4,110,Sem chuva,não,não,não,sim,não,não,não,Acostamento,não,Entre 09 e 12,Entre 25 e 50
cascavel,11,Primavera,826,13,RJ,Planalto,06:50:00,Defensa Metálica,2,Pavimento flexível (asfalto),4,110,Sem chuva,não,não,sim,não,sim,não,não,Acostamento,não,Entre 06 e 09,Entre 825 e 850
calango,11,Primavera,39,9,RJ,Planalto,11:53:00,Defensa Metálica,2,Pavimento flexível (asfalto),4,110,Sem chuva,não,não,sim,não,não,sim,não,Acostamento,não,Entre 09 e 12,Entre 25 e 50
siriema,11,Primavera,5,13,RJ,Planalto,09:35:00,Defensa Metálica,2,Pavimento flexível (asfalto),4,110,Sem chuva,não,não,sim,sim,não,não,não,Acostamento,não,Entre 09 e 12,Entre 0 e 25
alma-de-gato,11,Primavera,50,8,RJ,Planalto,15:05:00,Defensa Metálica,2,Pavimento flexível (asfalto),4,110,Sem chuva,não,não,sim,não,não,não,sim,Pista,não,Entre 15 e 18,Entre 25 e 50
maritaca,11,Primavera,794,17,RJ,Planalto,16:02:00,Barreira rígida (New Jersey),4,Pavimento flexível (asfalto),2,90,Sem chuva,não,não,não,não,não,não,sim,Pista,não,Entre 15 e 18,Entre 775 e 800
capivara,11,Primavera,57,7,JF,Planalto,00:58:00,Defensa Metálica,2,Pavimento flexível (asfalto),4,90,Sem chuva,não,não,sim,sim,não,não,não,Acostamento,não,Entre 00 e 03,Entre 50 e 75
tatu-galinha,11,Primavera,794,17,JF,Planalto,09:35:00,Barreira rígida (New Jersey),2,Pavimento flexível (asfalto),4,110,Sem chuva,não,não,sim,não,não,sim,não,Pista,não,Entre 09 e 12,Entre 775 e 800
tucano-de-bico-verde,11,Primavera,792,17,RJ,Planalto,09:29:00,Barreira rígida (New Jersey),2,Pavimento flexível (asfalto),4,110,Sem chuva,não,não,sim,não,não,sim,não,Pista,não,Entre 09 e 12,Entre 775 e 800
ave,11,Primavera,60,7,JF,Planalto,09:45:00,Defensa Metálica,2,Pavimento flexível (asfalto),4,110,Sem chuva,não,não,sim,não,sim,sim,não,Pista,não,Entre 09 e 12,Entre 50 e 75
maritaca,11,Primavera,36,9,JF,Planalto,10:28:00,Defensa Metálica,2,Pavimento flexível (asfalto),4,90,Sem chuva,não,não,sim,não,sim,sim,não,Acostamento,não,Entre 09 e 12,Entre 25 e 50
arapaçu-do-cerrado,11,Primavera,35,10,JF,Planalto,10:35:00,Defensa Metálica,2,Pavimento flexível (asfalto),4,90,Sem chuva,não,não,sim,não,sim,sim,não,Acostamento,não,Entre 09 e 12,Entre 25 e 50
pomba-de-asa-branca,11,Primavera,26,10,RJ,Planalto,07:38:00,Sem divisão,2,Pavimento flexível (asfalto),4,110,Sem chuva,não,não,sim,sim,não,não,não,Acostamento,não,Entre 06 e 09,Entre 25 e 50
bacurau s/id,11,Primavera,12,12,RJ,Planalto,09:44:00,Defensa Metálica,2,Pavimento flexível (asfalto),4,110,Sem chuva,não,não,sim,sim,não,não,não,Acostamento,não,Entre 09 e 12,Entre 0 e 25
bem-te-vi-rajado,11,Primavera,18,11,JF,Planalto,10:52:00,Defensa Metálica,2,Pavimento flexível (asfalto),4,90,Sem chuva,não,não,sim,sim,não,não,não,Acostamento,não,Entre 09 e 12,Entre 0 e 25
sabiá-do-campo,11,Primavera,41,9,JF,Planalto,08:30:00,Defensa Metálica,2,Pavimento flexível (asfalto),4,110,Sem chuva,não,não,sim,não,não,sim,não,Pista,não,Entre 06 e 09,Entre 25 e 50
falsa-coral,11,Primavera,14,12,JF,Planalto,10:59:00,Defensa Metálica,2,Pavimento flexível (asfalto),4,110,Sem chuva,não,não,não,sim,não,não,não,Acostamento,não,Entre 09 e 12,Entre 0 e 25
arapaçu-do-cerrado,11,Primavera,11,12,RJ,Planalto,11:20:00,Defensa Metálica,2,Pavimento flexível (asfalto),4,110,Sem chuva,não,não,sim,sim,não,não,não,Acostamento,não,Entre 09 e 12,Entre 0 e 25
morcego,11,Primavera,10,12,JF,Planalto,11:08:00,Barreira rígida (New Jersey),2,Pavimento flexível (asfalto),4,90,Sem chuva,não,não,não,sim,não,sim,não,Acostamento,não,Entre 09 e 12,Entre 0 e 25
capivara,11,Primavera,800,16,RJ,Planalto,14:33:00,Barreira rígida (New Jersey),2,Pavimento flexível (asfalto),4,110,Sem chuva,não,não,não,sim,não,não,não,Acostamento,não,Entre 12 e 15,Entre 775 e 800
gambá-de-orelha-preta,11,Primavera,77,5,JF,Serra,09:05:00,Sem divisão,1,Pavimento flexível (asfalto),2,90,Sem chuva,não,não,não,não,não,sim,não,Acostamento,não,Entre 09 e 12,Entre 75 e 100
capivara,11,Primavera,115,2,RJ,Baixada,01:33:00,Barreira rígida (New Jersey),1,Pavimento flexível (asfalto),4,110,Chuva fina,não,não,sim,não,não,não,não,Acostamento,não,Entre 00 e 03,Entre 100 e 125
ouriço-cacheiro,11,Primavera,27,10,JF,Planalto,08:24:00,Canteiro Central,2,Pavimento flexível (asfalto),4,110,Sem chuva,não,não,sim,não,sim,não,não,Pista,não,Entre 06 e 09,Entre 25 e 50
sabiá-laranjeira,11,Primavera,58,7,RJ,Planalto,12:12:00,Defensa Metálica,2,Pavimento flexível (asfalto),4,110,Sem chuva,não,não,sim,não,não,sim,não,Pista,não,Entre 12 e 15,Entre 50 e 75
sagui-de-tufos-pretos,11,Primavera,54,8,JF,Planalto,12:56:00,Defensa Metálica,2,Pavimento flexível (asfalto),4,110,Sem chuva,não,não,sim,não,não,não,sim,Acostamento,não,Entre 12 e 15,Entre 50 e 75
sagui,11,Primavera,72,6,JF,Serra,09:21:00,Sem divisão,1,Pavimento flexível (asfalto),2,70,Sem chuva,não,não,não,não,não,não,sim,Pista,não,Entre 09 e 12,Entre 50 e 75
gambá-de-orelha-preta,11,Primavera,16,11,JF,Planalto,11:01:00,Defensa Metálica,2,Pavimento flexível (asfalto),4,110,Sem chuva,não,não,não,sim,não,sim,não,Acostamento,não,Entre 09 e 12,Entre 0 e 25
inhambu,11,Primavera,3,13,JF,Planalto,12:04:00,Defensa Metálica,2,Pavimento flexível (asfalto),4,110,Sem chuva,não,não,sim,sim,não,não,não,Acostamento,não,Entre 12 e 15,Entre 0 e 25
suiriri,11,Primavera,0,13,RJ,Planalto,15:10:00,Defensa Metálica,2,Pavimento flexível (asfalto),4,110,Sem chuva,não,não,não,sim,não,não,não,Acostamento,não,Entre 15 e 18,Entre 0 e 25
sabiá,11,Primavera,0,13,RJ,Planalto,15:14:00,Defensa Metálica,2,Pavimento flexível (asfalto),4,110,Sem chuva,não,não,sim,sim,não,sim,não,Acostamento,não,Entre 15 e 18,Entre 0 e 25
jacú,11,Primavera,22,11,RJ,Planalto,15:34:00,Defensa Metálica,2,Pavimento flexível (asfalto),4,110,Sem chuva,não,não,não,não,sim,não,não,Acostamento,não,Entre 15 e 18,Entre 0 e 25
gambá-de-orelha-preta,11,Primavera,87,4,RJ,Serra,08:56:00,Sem divisão,1,Pavimento flexível (asfalto),2,70,Sem chuva,não,não,não,não,não,não,sim,Pista,não,Entre 06 e 09,Entre 75 e 100
tatu-galinha,11,Primavera,813,15,RJ,Planalto,00:50:00,Defensa Metálica,2,Pavimento flexível (asfalto),4,110,Chuva fina,não,não,sim,sim,não,sim,não,Pista,não,Entre 00 e 03,Entre 800 e 825
gambá-de-orelha-preta,11,Primavera,92,4,RJ,Serra,09:05:00,Defensa Metálica,1,Pavimento flexível (asfalto),2,70,Sem chuva,não,não,não,não,não,não,sim,Pista,não,Entre 09 e 12,Entre 75 e 100
cascavel,11,Primavera,815,14,JF,Planalto,07:28:00,Barreira rígida (New Jersey),2,Pavimento flexível (asfalto),4,110,Sem chuva,não,não,sim,não,não,sim,não,Acostamento,não,Entre 06 e 09,Entre 800 e 825
sagui-de-tufos-pretos,11,Primavera,814,15,JF,Planalto,07:38:00,Defensa Metálica,2,Pavimento flexível (asfalto),4,110,Chuva fina,não,não,sim,não,sim,sim,não,Pista,não,Entre 06 e 09,Entre 800 e 825
rendeira,11,Primavera,96,3,RJ,Serra,09:15:00,Sem divisão,1,Pavimento flexível (asfalto),2,70,Sem chuva,não,não,não,não,não,sim,não,Acostamento,não,Entre 09 e 12,Entre 75 e 100
sapo-cururu,11,Primavera,80,5,JF,Serra,14:18:00,Sem divisão,1,Pavimento semi-flexível,3,70,Chuva forte,não,não,não,não,não,não,sim,Acostamento,não,Entre 12 e 15,Entre 75 e 100
pomba-de-asa-branca,11,Primavera,17,11,JF,Planalto,07:10:00,Defensa Metálica,2,Pavimento flexível (asfalto),4,110,Sem chuva,não,não,sim,não,não,sim,não,Pista,não,Entre 06 e 09,Entre 0 e 25
rã-manteiga,11,Primavera,12,12,RJ,Planalto,07:45:00,Defensa Metálica,2,Pavimento flexível (asfalto),4,110,Sem chuva,não,não,sim,não,sim,não,não,Acostamento,não,Entre 06 e 09,Entre 0 e 25
cascavel,11,Primavera,13,12,JF,Planalto,09:54:00,Defensa Metálica,2,Pavimento flexível (asfalto),4,110,Sem chuva,não,não,sim,não,sim,não,não,Acostamento,não,Entre 09 e 12,Entre 0 e 25
tiê-preto,11,Primavera,72,6,JF,Serra,09:46:00,Sem divisão,1,Pavimento flexível (asfalto),2,90,Sem chuva,não,não,não,não,não,não,sim,Acostamento,não,Entre 09 e 12,Entre 50 e 75
morcego,11,Primavera,60,7,JF,Planalto,10:28:00,Defensa Metálica,2,Pavimento flexível (asfalto),4,110,Sem chuva,não,não,sim,não,não,sim,não,Acostamento,não,Entre 09 e 12,Entre 50 e 75
coleiro,11,Primavera,41,9,JF,Planalto,11:18:00,Canteiro divisório,2,Pavimento flexível (asfalto),6,90,Sem chuva,não,não,não,não,não,sim,não,Retorno/Acesso,não,Entre 09 e 12,Entre 25 e 50
coleirinho,11,Primavera,41,9,JF,Planalto,11:21:00,Canteiro divisório,2,Pavimento flexível (asfalto),6,90,Sem chuva,não,não,não,não,não,sim,não,Retorno/Acesso,não,Entre 09 e 12,Entre 25 e 50
ave,11,Primavera,41,9,JF,Planalto,11:25:00,Defensa Metálica,2,Pavimento flexível (asfalto),4,90,Sem chuva,não,não,não,sim,não,sim,não,Acostamento,não,Entre 09 e 12,Entre 25 e 50
capivara,11,Primavera,47,8,RJ,Planalto,15:40:00,Defensa Metálica,2,Pavimento flexível (asfalto),4,110,Chuva fina,não,não,sim,não,sim,não,não,Acostamento,não,Entre 15 e 18,Entre 25 e 50
coleiro,11,Primavera,66,6,RJ,Planalto,16:02:00,Canteiro divisório,2,Pavimento flexível (asfalto),4,110,Sem chuva,não,não,não,não,não,sim,não,Acostamento,não,Entre 15 e 18,Entre 50 e 75
gambá-de-orelha-preta,11,Primavera,815,14,JF,Planalto,08:00:00,Defensa Metálica,4,Pavimento flexível (asfalto),2,110,Sem chuva,não,não,não,sim,não,não,não,Pista,não,Entre 06 e 09,Entre 800 e 825
suiriri,11,Primavera,100,3,RJ,Serra,13:52:00,Sem divisão,1,Pavimento flexível (asfalto),2,90,Sem chuva,não,não,não,não,não,sim,não,Acostamento,não,Entre 12 e 15,Entre 75 e 100
pombo-comum,11,Primavera,28,10,RJ,Planalto,10:52:00,Defensa Metálica,2,Pavimento flexível (asfalto),4,110,Sem chuva,não,não,não,sim,não,não,não,Acostamento,não,Entre 09 e 12,Entre 25 e 50
ave,11,Primavera,57,7,RJ,Planalto,11:21:00,Defensa Metálica,4,Pavimento flexível (asfalto),6,110,Sem chuva,não,não,sim,sim,não,sim,não,Pista,não,Entre 09 e 12,Entre 50 e 75
capivara,11,Primavera,51,8,JF,Planalto,23:54:00,Sem divisão,1,Pavimento flexível (asfalto),2,90,Sem chuva,não,não,sim,sim,não,não,não,Pista,não,Entre 21 e 00,Entre 50 e 75
capivara,11,Primavera,26,10,RJ,Planalto,00:48:00,Canteiro divisório,2,Pavimento flexível (asfalto),4,110,Sem chuva,não,não,sim,não,não,não,não,Acostamento,não,Entre 00 e 03,Entre 25 e 50
capivara,11,Primavera,25,11,RJ,Planalto,06:05:00,Sem divisão,1,Pavimento flexível (asfalto),2,90,Sem chuva,não,não,sim,sim,não,não,não,Desconhecido,não,Entre 06 e 09,Entre 0 e 25
calango,11,Primavera,789,17,JF,Planalto,06:58:00,Barreira rígida (New Jersey),2,Pavimento flexível (asfalto),4,110,Sem chuva,não,não,sim,sim,não,não,não,Desconhecido,não,Entre 06 e 09,Entre 775 e 800
pomba-de-asa-branca,11,Primavera,60,7,JF,Planalto,08:30:00,Barreira rígida (New Jersey),2,Pavimento flexível (asfalto),4,110,Sem chuva,não,não,sim,não,não,sim,não,Acostamento,não,Entre 06 e 09,Entre 50 e 75
rã-manteiga,11,Primavera,813,15,JF,Planalto,09:42:00,Defensa Metálica,2,Pavimento flexível (asfalto),4,110,Sem chuva,não,não,não,sim,não,não,não,Acostamento,não,Entre 09 e 12,Entre 800 e 825
quati,11,Primavera,86,4,JF,Serra,10:35:00,Sem divisão,1,Pavimento rígido,2,70,Chuva fina,não,não,não,não,não,não,sim,Pista,não,Entre 09 e 12,Entre 75 e 100
gambá-de-orelha-preta,11,Primavera,83,5,RJ,Serra,14:16:00,Sem divisão,1,Pavimento flexível (asfalto),2,70,Sem chuva,não,não,não,não,não,não,sim,Pista,não,Entre 12 e 15,Entre 75 e 100
capivara,11,Primavera,60,7,JF,Planalto,05:40:00,Defensa Metálica,1,Pavimento flexível (asfalto),2,90,Sem chuva,não,não,sim,sim,não,não,não,Desconhecido,não,Entre 03 e 06,Entre 50 e 75
tatu-galinha,11,Primavera,57,7,JF,Planalto,08:00:00,Defensa Metálica,2,Pavimento flexível (asfalto),4,90,Sem chuva,não,não,sim,sim,não,não,não,Pista,não,Entre 06 e 09,Entre 50 e 75
ouriço-cacheiro,11,Primavera,94,4,RJ,Serra,14:29:00,Sem divisão,1,Pavimento flexível (asfalto),2,70,Sem chuva,não,não,não,não,não,não,sim,Pista,não,Entre 12 e 15,Entre 75 e 100
furão,11,Primavera,33,10,JF,Planalto,12:58:00,Defensa Metálica,2,Pavimento flexível (asfalto),4,90,Sem chuva,não,não,sim,sim,não,não,não,Acostamento,não,Entre 12 e 15,Entre 25 e 50
capivara,11,Primavera,25,11,JF,Planalto,00:58:00,Sem divisão,1,Pavimento flexível (asfalto),2,90,Sem chuva,não,não,sim,sim,não,não,não,Acostamento,não,Entre 00 e 03,Entre 0 e 25
gambá-de-orelha-preta,11,Primavera,37,9,RJ,Planalto,02:04:00,Sem divisão,1,Pavimento flexível (asfalto),2,90,Sem chuva,não,não,sim,sim,não,não,não,Pista,não,Entre 00 e 03,Entre 25 e 50
anu-preto,11,Primavera,24,11,RJ,Planalto,07:50:00,Defensa Metálica,2,Pavimento flexível (asfalto),4,110,Sem chuva,não,não,sim,não,não,sim,não,Acostamento,não,Entre 06 e 09,Entre 0 e 25
pomba-de-asa-branca,11,Primavera,28,10,RJ,Planalto,08:00:00,Defensa Metálica,2,Pavimento flexível (asfalto),4,110,Sem chuva,não,não,sim,não,não,sim,não,Acostamento,não,Entre 06 e 09,Entre 25 e 50
sabiá-laranjeira,11,Primavera,60,7,RJ,Planalto,13:14:00,Defensa Metálica,2,Pavimento flexível (asfalto),4,110,Sem chuva,não,não,sim,não,não,sim,não,Acostamento,não,Entre 12 e 15,Entre 50 e 75
canário-da-terra,11,Primavera,18,11,RJ,Planalto,07:28:00,Defensa Metálica,2,Pavimento flexível (asfalto),4,110,Sem chuva,não,não,sim,não,sim,não,não,Acostamento,não,Entre 06 e 09,Entre 0 e 25
bentevizinho-de-asa-ferrugínea,11,Primavera,801,16,RJ,Planalto,08:21:00,Barreira rígida (New Jersey),2,Pavimento flexível (asfalto),4,110,Chuva fina,não,não,sim,não,não,sim,não,Pista,não,Entre 06 e 09,Entre 800 e 825
gambá-de-orelha-preta,11,Primavera,65,7,RJ,Planalto,08:54:00,Canteiro divisório,2,Pavimento flexível (asfalto),4,110,Chuva fina,não,não,sim,não,não,não,sim,Pista,não,Entre 06 e 09,Entre 50 e 75
tatu-galinha,11,Primavera,64,7,RJ,Planalto,09:01:00,Barreira rígida (New Jersey),2,Pavimento flexível (asfalto),4,110,Sem chuva,não,não,sim,não,não,não,sim,Acostamento,não,Entre 09 e 12,Entre 50 e 75
tatu-galinha,11,Primavera,790,17,JF,Planalto,12:58:00,Barreira rígida (New Jersey),2,Pavimento flexível (asfalto),4,110,Sem chuva,não,não,não,sim,não,não,não,Acostamento,não,Entre 12 e 15,Entre 775 e 800
pomba-de-asa-branca,11,Primavera,3,13,RJ,Planalto,07:14:00,Defensa Metálica,2,Pavimento flexível (asfalto),4,110,Sem chuva,não,não,sim,não,não,não,sim,Acostamento,não,Entre 06 e 09,Entre 0 e 25
tico-tico-rei-cinza,11,Primavera,818,14,RJ,Planalto,14:52:00,Defensa Metálica,2,Pavimento flexível (asfalto),4,110,Sem chuva,não,não,não,não,sim,não,não,Acostamento,não,Entre 12 e 15,Entre 800 e 825
saíra-douradinha,11,Primavera,47,8,RJ,Planalto,11:14:00,Defensa Metálica,2,Pavimento flexível (asfalto),4,110,Sem chuva,não,não,não,não,não,sim,não,Acostamento,não,Entre 09 e 12,Entre 25 e 50
pomba-de-asa-branca,11,Primavera,51,8,RJ,Planalto,11:27:00,Canteiro divisório,2,Pavimento flexível (asfalto),4,110,Sem chuva,não,não,sim,não,não,sim,não,Acostamento,não,Entre 09 e 12,Entre 50 e 75
sanhaçu-cinzento,11,Primavera,58,7,RJ,Planalto,11:40:00,Defensa Metálica,2,Pavimento flexível (asfalto),4,110,Sem chuva,não,não,sim,não,não,sim,não,Acostamento,não,Entre 09 e 12,Entre 50 e 75
capivara,11,Primavera,55,8,RJ,Planalto,00:14:00,Sem divisão,1,Pavimento flexível (asfalto),2,90,Sem chuva,não,não,sim,sim,não,não,não,Desconhecido,não,Entre 00 e 03,Entre 50 e 75
capivara,11,Primavera,29,10,RJ,Planalto,00:17:00,Canteiro divisório,2,Pavimento flexível (asfalto),2,110,Sem chuva,não,não,sim,sim,não,não,não,Pista,não,Entre 00 e 03,Entre 25 e 50
capivara,11,Primavera,36,9,JF,Planalto,05:32:00,Sem divisão,1,Pavimento flexível (asfalto),2,90,Sem chuva,não,não,sim,sim,não,não,não,Pista,não,Entre 03 e 06,Entre 25 e 50
capivara,11,Primavera,62,7,JF,Planalto,07:45:00,Canteiro divisório,2,Pavimento flexível (asfalto),4,60,Sem chuva,não,não,sim,sim,não,não,não,Retorno/Acesso,não,Entre 06 e 09,Entre 50 e 75
ouriço-cacheiro,11,Primavera,85,5,RJ,Serra,10:15:00,Sem divisão,1,Pavimento rígido,2,70,Sem chuva,não,não,sim,sim,não,não,não,Pista,não,Entre 09 e 12,Entre 75 e 100
maria-faceira,11,Primavera,65,7,RJ,Planalto,11:58:00,Defensa Metálica,2,Pavimento flexível (asfalto),4,110,Sem chuva,não,não,sim,não,sim,sim,não,Acostamento,não,Entre 09 e 12,Entre 50 e 75
anu-preto,11,Primavera,18,11,JF,Planalto,09:51:00,Defensa Metálica,3,Pavimento flexível (asfalto),2,90,Sem chuva,não,não,não,sim,não,não,não,Acostamento,não,Entre 09 e 12,Entre 0 e 25
gambá-de-orelha-preta,11,Primavera,39,9,RJ,Planalto,10:29:00,Defensa Metálica,2,Pavimento flexível (asfalto),4,110,Sem chuva,não,não,sim,não,não,não,sim,Acostamento,não,Entre 09 e 12,Entre 25 e 50
jacú,11,Primavera,32,10,JF,Planalto,10:33:00,Canteiro divisório,2,Pavimento flexível (asfalto),4,90,Sem chuva,não,não,sim,não,não,sim,não,Acostamento,não,Entre 09 e 12,Entre 25 e 50
gavião-carijó,11,Primavera,40,9,JF,Planalto,13:44:00,Defensa Metálica,2,Pavimento flexível (asfalto),4,90,Sem chuva,não,não,sim,sim,não,não,não,Acostamento,não,Entre 12 e 15,Entre 25 e 50
teiú,11,Primavera,91,4,RJ,Serra,13:38:00,Sem divisão,1,Pavimento semi-flexível,2,70,Sem chuva,não,não,não,não,não,não,sim,Acostamento,não,Entre 12 e 15,Entre 75 e 100
sanhaçu-do-coqueiro,11,Primavera,73,6,JF,Serra,08:47:00,Sem divisão,1,Pavimento flexível (asfalto),2,70,Sem chuva,não,não,não,não,não,não,não,Acostamento,não,Entre 06 e 09,Entre 50 e 75
bem-te-vi-rajado,11,Primavera,55,8,RJ,Planalto,10:40:00,Defensa Metálica,2,Pavimento flexível (asfalto),4,110,Sem chuva,não,não,sim,não,não,sim,não,Acostamento,não,Entre 09 e 12,Entre 50 e 75
sabiá-laranjeira,11,Primavera,72,6,RJ,Serra,11:04:00,Sem divisão,1,Pavimento flexível (asfalto),2,110,Sem chuva,não,não,não,não,não,não,sim,Acostamento,não,Entre 09 e 12,Entre 50 e 75
murucutu,11,Primavera,33,10,JF,Planalto,05:20:00,Defensa Metálica,1,Pavimento flexível (asfalto),2,90,Sem chuva,não,não,sim,sim,não,não,não,Acostamento,não,Entre 03 e 06,Entre 25 e 50
anú-branco,11,Primavera,20,11,JF,Planalto,10:30:00,Defensa Metálica,2,Pavimento flexível (asfalto),4,90,Sem chuva,não,não,sim,sim,não,não,não,Acostamento,não,Entre 09 e 12,Entre 0 e 25
cachorro-do-mato,11,Primavera,11,12,JF,Planalto,23:30:00,Defensa Metálica,2,Pavimento flexível (asfalto),4,110,Chuva fina,não,não,não,não,não,sim,não,Pista,não,Entre 21 e 00,Entre 0 e 25
pomba-de-asa-branca,11,Primavera,28,10,RJ,Planalto,10:05:00,Defensa Metálica,2,Pavimento flexível (asfalto),4,110,Sem chuva,não,não,sim,não,sim,não,não,Acostamento,não,Entre 09 e 12,Entre 25 e 50
furão,11,Primavera,31,10,JF,Planalto,14:05:00,Canteiro divisório,2,Pavimento flexível (asfalto),4,110,Sem chuva,não,não,sim,sim,não,não,não,Pista,não,Entre 12 e 15,Entre 25 e 50
